UNK,Sentiment,Emotion
00001,neutral,neutral
10011,positive,relaxed
10011,positive,relaxed
10011,positive,relaxed
10011,positive,relaxed
10011,positive,relaxed
10011,positive,relaxed
10011,positive,relaxed
00001,neutral,neutral
00001,neutral,neutral
10011,negative,negative-other
10011,negative,depress
10011,negative,depress
10011,negative,depress
00001,neutral,neutral
00001,neutral,neutral
10011,negative,anger
10011,negative,anger
00001,neutral,neutral
10011,negative,anger
00001,neutral,neutral
00001,neutral,neutral
10011,negative,negative-other
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
10011,negative,negative-other
10011,negative,negative-other
10011,negative,negative-other
10011,negative,anger
10011,negative,anger
10011,negative,negative-other
10011,negative,negative-other
10011,negative,negative-other
10011,negative,astonished
10011,negative,negative-other
11110,negative,depress
10011,negative,depress
10011,negative,depress
10011,positive,relaxed
11110,negative,negative-other
11110,negative,negative-other
11110,negative,worried
11110,negative,negative-other
11110,negative,depress
10011,negative,depress
10011,negative,depress
11110,negative,negative-other
10011,negative,depress
10011,negative,depress
10011,negative,negative-other
10011,negative,negative-other
00001,negative,negative-other
11110,negative,depress
11110,negative,depress
11110,negative,negative-other
10011,negative,depress
10011,negative,depress
11110,positive,positive-other
10011,neutral,neutral
00001,negative,negative-other
00001,negative,negative-other
10011,neutral,neutral
10011,negative,depress
10011,negative,depress
10011,negative,depress
10011,negative,depress
10011,negative,depress
00001,negative,negative-other
10011,negative,depress
10011,negative,depress
10011,negative,depress
10011,negative,depress
10011,negative,depress
10011,negative,worried
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
10011,negative,negative-other
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
10011,negative,astonished
10011,negative,negative-other
00001,negative,negative-other
00001,neutral,neutral
00001,neutral,neutral
10011,negative,negative-other
10011,positive,relaxed
10011,positive,relaxed
10011,positive,relaxed
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
11110,negative,negative-other
11110,neutral,neutral
11110,neutral,neutral
10011,negative,anger
10011,negative,anger
10011,negative,anger
11110,negative,astonished
11110,negative,astonished
11110,negative,anger
10011,negative,anger
10011,negative,depress
10011,negative,anger
11110,negative,anger
11110,negative,anger
11110,negative,anger
11110,negative,anger
11110,negative,anger
10011,negative,astonished
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
11110,negative,anger
11110,negative,anger
11110,negative,anger
10011,negative,anger
10011,negative,depress
10011,negative,negative-other
11110,negative,anger
11110,negative,anger
11110,negative,negative-other
11110,negative,negative-other
11110,negative,negative-other
11110,negative,negative-other
11110,negative,negative-other
11110,negative,anger
10011,negative,depress
10011,negative,negative-other
10011,negative,negative-other
10011,negative,negative-other
10011,negative,negative-other
10011,negative,disgust
11110,negative,anger
10011,negative,anger
11110,negative,anger
11110,negative,anger
11110,negative,anger
01001,negative,negative-other
01001,negative,negative-other
01001,negative,negative-other
11110,negative,sadness
11110,negative,sadness
11110,negative,sadness
11110,negative,sadness
11110,negative,sadness
01001,negative,negative-other
01001,negative,depress
01001,neutral,neutral
01001,neutral,neutral
11110,negative,depress
11110,negative,depress
01001,negative,negative-other
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
11110,negative,sadness
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
10011,negative,disgust
11110,neutral,neutral
10011,negative,negative-other
10011,negative,negative-other
11110,neutral,neutral
11110,neutral,neutral
11110,neutral,neutral
11110,neutral,neutral
11110,neutral,neutral
11110,neutral,neutral
11110,neutral,neutral
11110,neutral,neutral
11110,negative,negative-other
11110,negative,negative-other
11110,neutral,neutral
11110,neutral,neutral
11110,negative,negative-other
11110,negative,negative-other
11110,neutral,neutral
11110,neutral,neutral
11110,neutral,neutral
10011,negative,negative-other
11110,positive,happy
11110,positive,positive-other
11110,negative,negative-other
11110,neutral,neutral
11110,neutral,neutral
11110,neutral,neutral
10011,positive,positive-other
00001,positive,positive-other
01001,negative,negative-other
01001,negative,sadness
01001,negative,sadness
01001,negative,negative-other
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,neutral,neutral
00001,negative,negative-other
00001,negative,negative-other
00001,negative,negative-other
00001,negative,negative-other
00001,negative,negative-other
00001,negative,negative-other
01001,negative,negative-other
01001,negative,sadness
01001,negative,sadness
01001,negative,sadness
01001,negative,sadness
01001,negative,sadness
01001,negative,sadness
00001,positive,positive-other
00001,neutral,neutral
01001,negative,negative-other
01001,negative,sadness
01001,negative,negative-other
00001,positive,positive-other
01001,negative,sadness
01001,negative,sadness
01001,negative,sadness
01001,negative,sadness
01001,negative,sadness
01001,negative,sadness
01001,negative,sadness
01001,negative,sadness
01001,negative,sadness
01001,negative,sadness
00001,neutral,neutral
00001,positive,positive-other
01001,positive,positive-other
00001,positive,positive-other
00001,positive,positive-other
00001,positive,positive-other
00001,positive,positive-other
00001,positive,positive-other
00001,neutral,neutral
01001,positive,positive-other
00001,neutral,neutral
00001,positive,relaxed
11110,negative,worried
10011,negative,depress
10011,negative,depress
11110,negative,negative-other
11110,negative,depress
10011,negative,negative-other
11110,negative,depress
11110,negative,negative-other
11110,negative,negative-other
11110,negative,negative-other
11110,negative,negative-other
10011,negative,depress
10011,negative,depress
10011,negative,depress
10011,negative,negative-other
10011,negative,negative-other
10011,negative,negative-other
10011,negative,depress
11110,negative,negative-other
10011,negative,depress
10011,negative,negative-other
10011,negative,negative-other
10011,negative,depress
10011,negative,depress
11110,negative,negative-other
11110,negative,negative-other
10011,negative,depress
11110,neutral,neutral
11110,neutral,neutral
10011,negative,depress
11110,neutral,neutral
11110,neutral,neutral
11110,neutral,neutral
10011,negative,depress
10011,negative,depress
11110,positive,relaxed
11110,positive,relaxed
11110,positive,relaxed
11110,positive,relaxed
11110,positive,relaxed
11110,negative,negative-other
11110,negative,negative-other
10011,negative,depress
10011,negative,negative-other
11110,negative,negative-other
10011,negative,depress
10011,negative,depress
11110,neutral,neutral
11110,neutral,neutral
11110,negative,negative-other
10011,negative,depress
10011,negative,depress
10011,negative,depress
10011,negative,depress
10011,negative,negative-other
11110,positive,positive-other
11110,positive,positive-other
11110,positive,positive-other
11110,positive,positive-other
11110,positive,positive-other
11110,negative,negative-other
11110,negative,negative-other
11110,negative,negative-other
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
10011,negative,anger
11110,negative,anger
10011,negative,anger
01111,positive,happy
01111,positive,happy
01111,positive,happy
01001,negative,anger
01001,negative,depress
01001,negative,depress
01111,positive,relaxed
01001,positive,relaxed
01001,positive,relaxed
01111,positive,relaxed
01001,positive,relaxed
01111,positive,relaxed
01111,neutral,neutral
01111,negative,depress
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01111,neutral,neutral
01111,negative,worried
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01111,neutral,neutral
01001,neutral,neutral
UNK,negative,negative-other
11111,negative,worried
11111,negative,worried
01111,negative,worried
01111,negative,worried
01111,negative,worried
11111,positive,relaxed
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
01111,positive,relaxed
11111,negative,astonished
11111,negative,astonished
11111,negative,astonished
11111,negative,astonished
11111,negative,depress
11111,negative,depress
11111,negative,depress
11111,negative,depress
01111,positive,relaxed
11111,neutral,neutral
11111,neutral,neutral
11111,positive,relaxed
11111,positive,relaxed
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
11111,positive,relaxed
11111,positive,relaxed
11111,neutral,neutral
11111,neutral,neutral
01111,negative,worried
01001,neutral,neutral
01001,neutral,neutral
01111,positive,positive-other
01111,negative,worried
01111,negative,worried
01001,neutral,neutral
01001,neutral,neutral
01001,positive,relaxed
01001,positive,relaxed
01001,positive,relaxed
01111,negative,worried
01111,negative,worried
01001,neutral,neutral
01001,positive,relaxed
01001,positive,relaxed
01001,negative,worried
01111,neutral,neutral
01001,neutral,neutral
01001,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
01111,positive,happy
11111,positive,relaxed
01111,neutral,neutral
01111,neutral,neutral
11111,negative,astonished
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11111,negative,depress
11111,negative,depress
11111,negative,depress
11111,positive,relaxed
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
UNK,positive,relaxed
01111,neutral,neutral
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
UNK,negative,worried
UNK,negative,worried
01111,neutral,neutral
01111,neutral,neutral
UNK,positive,relaxed
UNK,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
UNK,positive,relaxed
01111,positive,relaxed
UNK,positive,happy
01111,neutral,neutral
01001,neutral,neutral
01001,neutral,neutral
01111,negative,astonished
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,negative,astonished
01001,negative,negative-other
01001,positive,relaxed
01001,positive,relaxed
01001,positive,relaxed
01001,positive,relaxed
01111,negative,depress
01111,negative,anger
UNK,positive,happy
UNK,neutral,neutral
01111,neutral,neutral
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
01111,neutral,neutral
UNK,neutral,neutral
UNK,positive,relaxed
UNK,neutral,neutral
01111,negative,depress
01111,negative,depress
01111,neutral,neutral
01111,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01111,positive,happy
UNK,neutral,neutral
UNK,neutral,neutral
01111,positive,happy
01111,positive,happy
01111,positive,happy
01001,negative,depress
01001,negative,depress
01001,negative,depress
01111,negative,worried
01111,negative,worried
01111,negative,worried
01111,negative,worried
01001,negative,depress
01111,negative,astonished
01111,negative,astonished
01001,negative,depress
01001,negative,depress
01111,negative,astonished
01111,negative,astonished
01001,negative,depress
01001,negative,depress
01001,negative,depress
01001,negative,depress
01001,neutral,neutral
01001,neutral,neutral
01111,negative,sadness
11111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11100,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11100,negative,astonished
11100,negative,astonished
11100,negative,worried
11100,negative,worried
01111,neutral,neutral
11100,negative,astonished
01111,positive,happy
11100,negative,astonished
11100,negative,astonished
11100,positive,happy
11100,positive,relaxed
01111,neutral,neutral
01111,neutral,neutral
11100,neutral,neutral
11100,negative,negative-other
11100,neutral,neutral
11100,neutral,neutral
11100,neutral,neutral
11100,neutral,neutral
01111,negative,depress
01111,negative,depress
01111,negative,depress
11100,positive,relaxed
11100,positive,relaxed
11100,positive,relaxed
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11100,negative,negative-other
11100,negative,astonished
11100,negative,negative-other
11100,negative,disgust
11100,negative,disgust
11100,negative,negative-other
11100,neutral,neutral
11100,neutral,neutral
11100,positive,positive-other
11100,positive,positive-other
11100,positive,positive-other
11100,positive,positive-other
11100,positive,positive-other
11100,neutral,neutral
11100,neutral,neutral
11100,neutral,neutral
11100,neutral,neutral
11100,neutral,neutral
11100,neutral,neutral
11100,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,negative,worried
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,negative,worried
01101,negative,disgust
01101,neutral,neutral
01111,negative,worried
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,negative,depress
01111,negative,depress
01101,neutral,neutral
01101,positive,positive-other
01101,positive,positive-other
01111,negative,negative-other
UNK,negative,negative-other
01111,neutral,neutral
UNK,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
01111,negative,negative-other
01111,negative,disgust
UNK,positive,relaxed
UNK,positive,relaxed
01001,negative,depress
01001,negative,depress
01001,negative,depress
01111,negative,worried
01111,negative,worried
01001,negative,depress
01001,negative,depress
01001,negative,depress
01001,negative,depress
01111,negative,fear
01111,negative,sadness
01001,negative,depress
01001,negative,depress
01001,negative,depress
01111,negative,sadness
01001,negative,negative-other
01001,negative,negative-other
01001,neutral,neutral
01001,neutral,neutral
01001,negative,negative-other
01001,negative,negative-other
01111,negative,sadness
01111,negative,sadness
01111,negative,sadness
01111,negative,sadness
01001,negative,negative-other
01001,negative,negative-other
01111,negative,fear
01111,negative,fear
01111,negative,fear
01111,negative,fear
01001,negative,negative-other
01001,negative,negative-other
01001,negative,worried
01001,negative,negative-other
01001,negative,negative-other
01001,negative,negative-other
01001,negative,negative-other
01001,negative,negative-other
01001,negative,negative-other
01001,negative,negative-other
01001,neutral,neutral
01001,neutral,neutral
01111,negative,sadness
01111,negative,sadness
01111,positive,relaxed
01001,positive,relaxed
01001,negative,negative-other
01001,negative,negative-other
01111,positive,relaxed
01111,neutral,neutral
01001,negative,astonished
01001,negative,sadness
UNK,neutral,neutral
UNK,neutral,neutral
UNK,negative,worried
01111,negative,sadness
01111,negative,sadness
01111,negative,sadness
UNK,negative,depress
UNK,negative,depress
01111,negative,fear
UNK,neutral,neutral
UNK,neutral,neutral
UNK,negative,worried
UNK,negative,depress
01111,negative,sadness
01111,negative,sadness
UNK,negative,worried
UNK,negative,negative-other
UNK,negative,anger
UNK,negative,anger
UNK,negative,anger
UNK,negative,anger
01111,negative,negative-other
UNK,negative,anger
01111,negative,negative-other
UNK,negative,depress
UNK,negative,depress
UNK,negative,depress
01111,negative,negative-other
UNK,negative,disgust
UNK,negative,disgust
UNK,negative,disgust
UNK,negative,disgust
01111,negative,anger
11011,negative,depress
01111,positive,happy
01111,positive,happy
11011,positive,relaxed
01111,positive,relaxed
11011,positive,relaxed
01111,positive,relaxed
11011,neutral,neutral
01111,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
01111,positive,happy
11011,neutral,neutral
01111,negative,astonished
11011,positive,relaxed
01111,neutral,neutral
11011,neutral,neutral
11011,neutral,neutral
11011,positive,relaxed
01111,positive,happy
01111,positive,happy
01111,neutral,neutral
11011,positive,happy
01111,positive,happy
11011,positive,relaxed
01111,positive,happy
01111,positive,happy
11011,positive,happy
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
01111,positive,relaxed
11011,negative,astonished
11011,positive,relaxed
11011,positive,relaxed
01111,negative,depress
01111,negative,depress
01111,negative,depress
11011,negative,negative-other
11011,positive,relaxed
11011,positive,relaxed
11011,positive,grateful
01111,positive,relaxed
11011,negative,sadness
11011,negative,depress
11011,negative,depress
11011,negative,depress
11011,negative,depress
01111,negative,astonished
11011,negative,anger
11011,neutral,neutral
11011,positive,relaxed
01111,positive,positive-other
11011,neutral,neutral
11011,neutral,neutral
11011,positive,relaxed
11011,neutral,neutral
11011,neutral,neutral
11011,positive,positive-other
01111,positive,happy
UNK,positive,relaxed
UNK,positive,relaxed
01111,negative,astonished
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
01111,negative,astonished
01111,neutral,neutral
UNK,positive,happy
01111,neutral,neutral
UNK,positive,happy
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
01111,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01101,negative,anger
01101,negative,anger
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,positive,positive-other
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,negative,depress
11011,negative,astonished
11011,negative,astonished
11011,positive,relaxed
11011,negative,worried
11011,negative,worried
01111,negative,negative-other
01111,negative,anger
11011,negative,negative-other
11011,negative,negative-other
11011,negative,negative-other
01111,negative,depress
01111,negative,depress
11011,negative,negative-other
11011,negative,negative-other
11011,positive,relaxed
01111,positive,happy
11011,neutral,neutral
11011,neutral,neutral
11011,positive,relaxed
01111,positive,happy
11011,positive,relaxed
01111,positive,relaxed
11011,negative,worried
01111,positive,relaxed
01111,positive,relaxed
11011,positive,relaxed
01111,neutral,neutral
11011,negative,depress
11011,negative,depress
01111,negative,depress
UNK,neutral,neutral
01111,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01111,negative,disgust
01111,negative,disgust
01111,negative,disgust
UNK,negative,astonished
UNK,negative,depress
UNK,negative,depress
UNK,negative,depress
UNK,negative,depress
UNK,negative,depress
01111,neutral,neutral
01111,neutral,neutral
UNK,neutral,neutral
UNK,positive,relaxed
UNK,positive,relaxed
01111,positive,relaxed
01111,negative,fear
01111,negative,fear
UNK,negative,depress
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01111,negative,fear
UNK,neutral,neutral
UNK,neutral,neutral
01111,negative,disgust
01111,negative,disgust
UNK,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11011,positive,happy
01111,negative,negative-other
01111,negative,negative-other
11011,neutral,neutral
11011,neutral,neutral
01111,neutral,neutral
11011,positive,happy
11111,negative,negative-other
11111,negative,negative-other
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
01111,negative,astonished
11111,neutral,neutral
11111,neutral,neutral
01111,positive,happy
11111,positive,relaxed
11111,positive,relaxed
11111,negative,negative-other
11111,negative,negative-other
11111,neutral,neutral
01111,negative,depress
01111,negative,depress
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
11111,positive,relaxed
11111,positive,relaxed
11111,neutral,neutral
11111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11111,neutral,neutral
01111,negative,worried
11111,negative,anger
11111,negative,anger
11011,positive,relaxed
11011,positive,relaxed
01111,negative,negative-other
11011,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
11011,negative,disgust
01111,neutral,neutral
11011,neutral,neutral
11011,negative,disgust
11011,negative,disgust
11011,negative,disgust
11011,negative,disgust
11011,negative,disgust
11011,negative,astonished
01111,neutral,neutral
01111,neutral,neutral
11011,positive,happy
11011,positive,happy
01111,negative,disgust
01111,negative,disgust
11011,negative,depress
01111,negative,negative-other
11011,negative,anger
01111,neutral,neutral
11011,negative,negative-other
11011,negative,negative-other
11011,negative,negative-other
11011,negative,disgust
11011,negative,disgust
11011,negative,disgust
01111,neutral,neutral
01111,neutral,neutral
11011,positive,relaxed
01111,positive,relaxed
11111,neutral,neutral
11111,neutral,neutral
11111,neutral,neutral
01111,negative,disgust
01111,negative,disgust
11111,negative,negative-other
11111,negative,negative-other
01111,negative,astonished
11111,neutral,neutral
11111,positive,relaxed
01111,neutral,neutral
11011,negative,negative-other
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01111,positive,happy
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01111,negative,astonished
11011,negative,negative-other
11011,negative,negative-other
01111,negative,depress
11011,negative,depress
11011,negative,depress
01111,neutral,neutral
11011,negative,disgust
11011,negative,disgust
11011,negative,disgust
01111,negative,anger
01111,negative,anger
01111,negative,fear
01111,negative,fear
11011,positive,positive-other
11011,positive,relaxed
11011,positive,relaxed
11111,negative,fear
11111,negative,fear
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
11111,positive,relaxed
01111,neutral,neutral
01111,negative,astonished
11011,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
01111,neutral,neutral
11111,positive,relaxed
01111,positive,relaxed
01111,positive,happy
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
01111,neutral,neutral
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
01111,neutral,neutral
11011,positive,happy
01111,positive,happy
11011,positive,happy
11111,neutral,neutral
01111,negative,depress
01111,negative,depress
11111,neutral,neutral
11111,negative,disgust
01111,negative,astonished
01111,negative,astonished
01111,negative,astonished
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
01111,negative,disgust
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
01111,neutral,neutral
01111,neutral,neutral
01111,positive,positive-other
11111,negative,depress
11111,negative,depress
01111,negative,depress
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,negative,depress
11111,positive,relaxed
01111,neutral,neutral
11111,negative,disgust
11111,positive,relaxed
11111,positive,relaxed
01111,positive,relaxed
11111,negative,disgust
01111,negative,anger
11111,positive,relaxed
11111,positive,relaxed
00010,negative,depress
01111,negative,astonished
01111,negative,astonished
00010,neutral,neutral
00010,neutral,neutral
01111,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
01111,negative,negative-other
00010,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
00010,positive,positive-other
00010,positive,positive-other
01111,positive,relaxed
00010,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
01111,neutral,neutral
01111,positive,relaxed
11111,neutral,neutral
11111,positive,happy
11111,positive,happy
00010,positive,happy
00010,positive,happy
00010,neutral,neutral
01111,positive,positive-other
01111,positive,positive-other
11111,positive,relaxed
01111,negative,negative-other
01111,negative,depress
01111,negative,negative-other
01111,negative,negative-other
11111,neutral,neutral
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
11111,positive,relaxed
00010,positive,happy
00010,positive,relaxed
00010,positive,relaxed
00010,positive,relaxed
00010,positive,relaxed
00010,positive,relaxed
00010,positive,relaxed
00010,positive,relaxed
00010,positive,relaxed
01111,negative,depress
00010,neutral,neutral
00010,neutral,neutral
01111,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
01111,negative,astonished
01111,neutral,neutral
01111,neutral,neutral
00010,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,positive,relaxed
01111,neutral,neutral
00010,negative,worried
01111,negative,astonished
00010,neutral,neutral
00010,positive,happy
01111,positive,relaxed
01111,positive,relaxed
00010,neutral,neutral
00010,positive,relaxed
01111,positive,happy
00010,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
00010,neutral,neutral
UNK,positive,relaxed
01111,neutral,neutral
UNK,positive,relaxed
01111,negative,astonished
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01111,negative,astonished
01111,negative,negative-other
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01111,negative,depress
01111,negative,depress
01111,negative,depress
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11011,positive,happy
11011,positive,happy
11011,negative,astonished
11011,negative,depress
11011,negative,depress
11011,positive,relaxed
11011,positive,relaxed
01111,neutral,neutral
01111,neutral,neutral
11011,positive,relaxed
11011,neutral,neutral
11011,neutral,neutral
11011,neutral,neutral
11011,neutral,neutral
11011,neutral,neutral
11011,neutral,neutral
11011,neutral,neutral
11011,neutral,neutral
11011,neutral,neutral
11011,positive,relaxed
01111,neutral,neutral
11011,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
11011,negative,worried
01111,negative,worried
01111,negative,worried
01111,negative,worried
11011,positive,relaxed
11011,positive,relaxed
01111,negative,worried
01111,negative,worried
11011,negative,astonished
11011,neutral,neutral
11011,neutral,neutral
11011,neutral,neutral
01111,negative,worried
01111,negative,worried
01111,negative,worried
01111,negative,worried
11011,negative,depress
11011,neutral,neutral
11011,neutral,neutral
11011,negative,disgust
01111,neutral,neutral
01111,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
11011,positive,relaxed
11011,negative,astonished
00010,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,negative,worried
01111,negative,worried
01111,negative,worried
00010,positive,relaxed
00010,positive,relaxed
00010,positive,relaxed
00010,positive,relaxed
00010,positive,relaxed
01111,positive,happy
01111,positive,happy
00010,positive,relaxed
11001,positive,relaxed
11001,positive,relaxed
00010,negative,anger
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
